name,Tier,level,total-exp,web-dev,soft-dev,game-dev,cyber-secu,elective,no-of-tests,avg
Lateef,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lennon,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Phoenix,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Anastasha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lluvia,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Loreen,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lynzee,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tashauna,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Anneka,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Rahcel,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sagar,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tramell,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Wali,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lura,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Rudolf,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Takita,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tamicka,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tashay,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ventura,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Pietro,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Osiel,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Trenise,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Starlet,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Twana,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tysha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Varonica,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tristina,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Valeen,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Vana,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ralphael,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tyris,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Triana,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Starsha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sina,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Vernisha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Yamile,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Reno,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ric,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Joslin,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Yuriana,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Yu,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Robbi,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Seferino,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Alexandros,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Race,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ria,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lula,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sharece,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Shawndra,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Wolfgang,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sheina,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Antonius,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Abagail,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Rebbie,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sherwood,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Shifra,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Augustina,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kristeena,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Laqueta,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Elma,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Conan,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Columbus,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Crystalynn,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Etienne,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Clarisse,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ciana,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Dallen,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Chevy,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Chrissa,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Darrien,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Constantino,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Dashon,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Demarius,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Denzel,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Charmane,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Efraim,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Drue,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Charda,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Diondre,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Waverly,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Cleve,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Corin,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Bernardino,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kassey,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Argenis,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Nyasha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Aurea,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Demitri,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Barak,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Donya,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jonnie,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Zacheriah,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Bj,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Brienna,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Cyntia,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Del,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Darran,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Dannette,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Achary,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Calla,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Daneen,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Cassius,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Aditya,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Chantz,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Donnisha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Cesilia,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Laquanta,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jovonna,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jefrey,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jeneva,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Joao,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jocob,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Joell,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Channon,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Alvino,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Brandii,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Paisley,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Juvenal,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Omaira,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Yakov,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kasee,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Amadeus,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Azalia,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Peder,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kelisha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Victorino,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Amaya,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Keya,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Brionne,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Charee,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kenyada,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Calisha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Dashaun,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
English,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Darryll,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Erendira,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Evangelia,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Cartez,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Evon,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Fitzgerald,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Araseli,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Geoffry,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jaeson,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Calan,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ginette,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Gisell,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Damara,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Hayes,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Burl,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Buffy,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Hollee,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Waseem,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Trenten,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Anselmo,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Thurston,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Latrell,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jonte,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kristene,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Nada,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kristyl,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Mickie,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Basim,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kyna,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Larnell,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sharna,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Rober,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sinclair,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Laurissa,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Shariff,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lavita,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Bernell,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Matthews,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Shannette,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lessie,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lida,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lucious,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Shella,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Karson,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Shenee,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kapri,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Huyen,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ilan,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ismail,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jacilyn,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jalene,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jamela,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jamilyn,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jani,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ashlin,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Marlow,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Vallerie,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jeanpierre,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Yee,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Julisa,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Nettie,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Meleah,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Riannon,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kael,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Joscelyn,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lucrecia,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jermy,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Malikah,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ranita,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Semaj,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Leyna,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Rodrecus,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Rhiana,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Rock,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Roddrick,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lawerence,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ryen,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Samanta,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Brecken,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sarahjane,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Gabriele,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Shatina,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lakendrick,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Shemekia,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Florencio,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Talaya,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Felice,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Rupert,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sereena,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Hoa,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jazmyn,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Hong,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Robertlee,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Marquese,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Marybel,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Mckay,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Jakia,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Mei,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Melani,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Shanara,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Monalisa,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Michella,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Montel,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Nadja,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Nesha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Niketa,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Bich,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lynna,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Pao,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lorenza,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Pinchas,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Simcha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Reynard,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Teresha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Denelle,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Chritopher,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Cinda,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Danessa,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sharyn,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Teasha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Delon,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Taryne,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Telina,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Antonios,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Mahmoud,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Venise,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tandi,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Devone,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Montrel,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Artez,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tequita,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Dominik,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ashraf,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Babak,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lilibeth,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Atif,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Theodor,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Bonni,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Brandye,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sorangel,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Celestine,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Letha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lazarus,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Terez,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Stephone,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Callista,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Hanif,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tarran,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Anette,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sharona,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Lysandra,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ashanta,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Hala,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Makia,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Terria,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kedra,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Kina,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Stehanie,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Eulalio,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Ericia,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Rashawna,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Tresha,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Sumner,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Shalini,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Louann,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Aleksander,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Aisling,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Taneika,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Elina,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Dorsey,f,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.5
Domanique,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Corinda,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Corene,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Breeanne,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Gittel,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Derk,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Dawanna,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Doretha,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Tion,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Carletha,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Donyelle,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Akisha,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Arlando,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Krystyl,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Timoteo,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Derren,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Cleophus,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Constantina,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
Dory,f,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0
